ID	Giocatore	Squadra	Ruolo	Ruolo Mod. Av.	Fuori lista	Quotazione	Presenze	Media	Media recente	Media pagella	Media recente pagella	Somma bonus malus	Somma bonus malus ultime 5
1673	OSIMHEN		A	A	*	27							
562	PADULA		A	A	*	1							
311	PARTIPILO		A	T	*	1							
594	PAVANELLO		A	A	*	1							
99	PAVOLETTI	cagliari	A	A		7	4	5,88		5,75	-1	0,5	0,5
414	PEDRO	lazio	A	T		13	11	6,09	7,5	5,82	6,25	3	2
563	PELLEGRI		A	A	*	10							
312	PELLEGRINO	parma	A	A		20	18	6,83	6,9	6,03	6,1	14,5	4
100	PICCOLI	fiorentina	A	A		14	15	5,87	5,63	5,67	5,63	3	0
633	PIERINI	sassuolo	A	T		6	5	5,6	5,75	5,7	5,75	-0,5	-0,5
453	PIEROTTI	lecce	A	T		12	17	5,56	5,4	5,56	5,4	0	0
241	PIETRELLI		A	T	*	1							
162	PINAMONTI	sassuolo	A	A		17	18	6,44	6,13	5,86	5,63	10,5	2
684	PIZARRO		A	A	*	2							
646	POLITANO	napoli	A	T		16	18	6,08	6,4	5,94	6	2,5	2
771	PRELEC		A	A	*	1							
242	PUGNO		A	A	*	1							
277	RASPADORI		A	A	*	16							
564	RAUTI		A	A	*	1							
726	RAYCHEV		A	A	*	1							
714	ROCHA LIVRAMENTO		A	A	*	9							
775	RODRIGUEZ JE.	como	A	T		16	14	6,18	5,9	5,93	5,8	3,5	0,5
454	SALOMAA		A	A	*	8							
565	SANABRIA	cremonese	A	A		13	14	5,89	5,63	5,68	5,63	3	3
677	SANCHEZ		A	A	*	14							
201	SARR		A	A	*	1							
715	SARR AM.	verona	A	A		12	18	5,64	5,6	5,64	5,6	0	0
566	SAVVA	torino	A	T		1							
26	SCAMACCA	atalanta	A	A		20	12	7,17	7,5	5,96	6	14,5	9
278	SGARBI		A	A	*	1							
730	SIMEONE	torino	A	A		21	16	7,06	6,7	6,13	6,1	15	3
1088	SITS		A	A	*	1							
651	SKJELLERUP	sassuolo	A	A		1							
602	SOLBAKKEN		A	T	*	8							
601	SOULE	roma	A	T		22	19	6,97	6,6	6,05	5,9	17,5	3,5
521	STUCKLER		A	A	*	1							
4331	STULIC	lecce	A	A		13	17	5,74	6,4	5,59	5,8	2,5	3
27	SULEMANA KA.	atalanta	A	T		13	12	6,29	5,25	5,83	5,5	5,5	-0,5
202	TAREMI		A	A	*	12							
685	THAUVIN		A	T	*	18							
203	THURAM MA.	inter	A	A		28	13	7,69	8,2	6,27	6,5	18,5	5,5
28	TOURE		A	A	*	11							
595	TRAMONI L.		A	A	*	8							
596	TRAMONI MA.	pisa	A	T		13	16	5,75	6,38	5,56	5,75	3	2,5
522	TSADJOUT		A	A	*	10							
4461	VARDY	cremonese	A	A		19	15	6,83	6,5	5,83	5,7	15	4
1067	VENTURINO	genoa	A	T		1	2	6		6	-1	0	0
101	VINCIGUERRA		A	T	*	1							
163	VITINHA	genoa	A	A		17	16	6,28	6,9	5,91	6,3	6	3
243	VLAHOVIC	juventus	A	A		16	13	6,65		5,88	-1	10	4
456	VOELKERLING PERSSON		A	A	*	8							
244	YILDIZ	juventus	A	T		28	18	7,64	7,5	6,42	6,7	22	4
641	ZACCAGNI	lazio	A	T		17	17	6,29	5,13	5,97	5,63	5,5	-2
560	ZAPATA	torino	A	A		14	11	5,73	6	5,64	5,8	1	1
204	ZUBEREK		A	A	*	1							
